site_no,sample_datetime,qualifier_flag,value,sdl,mdl,variable_code,unit,variable,variable_fr,qa_status,sample_id
BC08NL0001,2001-02-20 09:15:00,nan,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY000779
BC08NL0001,2001-02-20 09:15:00,nan,198.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY000779
BC08NL0001,2001-02-20 09:15:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY000779
BC08NL0001,2001-02-20 09:15:00,nan,0.67,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY000779
BC08NL0001,2001-02-27 08:35:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY000991
BC08NL0001,2001-02-27 08:35:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY000991
BC08NL0001,2001-02-27 08:35:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY000991
BC08NL0001,2001-02-27 08:35:00,nan,198.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY000991
BC08NL0001,2001-02-27 08:35:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY000991
BC08NL0001,2001-02-27 08:35:00,nan,0.74,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY000991
BC08NL0001,2001-03-06 08:20:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY001075
BC08NL0001,2001-03-06 08:20:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY001075
BC08NL0001,2001-03-06 08:20:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY001075
BC08NL0001,2001-03-06 08:20:00,nan,191.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY001075
BC08NL0001,2001-03-06 08:20:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY001075
BC08NL0001,2001-03-06 08:20:00,nan,0.49,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY001075
BC08NL0001,2001-03-20 09:15:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY001459
BC08NL0001,2001-03-20 09:15:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY001459
BC08NL0001,2001-03-20 09:15:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY001459
BC08NL0001,2001-03-20 09:15:00,nan,195.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY001459
BC08NL0001,2001-03-20 09:15:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY001459
BC08NL0001,2001-03-20 09:15:00,nan,1.55,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY001459
BC08NL0001,2001-04-03 08:25:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY001770
BC08NL0001,2001-04-03 08:25:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY001770
BC08NL0001,2001-04-03 08:25:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY001770
BC08NL0001,2001-04-03 08:25:00,nan,189.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY001770
BC08NL0001,2001-04-03 08:25:00,nan,2.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY001770
BC08NL0001,2001-04-03 08:25:00,nan,0.83,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY001770
BC08NL0001,2001-04-17 12:15:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY001994
BC08NL0001,2001-04-17 12:15:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY001994
BC08NL0001,2001-04-17 12:15:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY001994
BC08NL0001,2001-04-17 12:15:00,nan,193.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY001994
BC08NL0001,2001-04-17 12:15:00,nan,6.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY001994
BC08NL0001,2001-04-17 12:15:00,nan,1.52,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY001994
BC08NL0001,2001-05-01 10:05:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY002368
BC08NL0001,2001-05-01 10:05:00,nan,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY002368
BC08NL0001,2001-05-01 10:05:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY002368
BC08NL0001,2001-05-01 10:05:00,nan,108.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY002368
BC08NL0001,2001-05-01 10:05:00,nan,4.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY002368
BC08NL0001,2001-05-01 10:05:00,nan,5.14,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY002368
BC08NL0001,2001-05-15 10:15:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY002692
BC08NL0001,2001-05-15 10:15:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY002692
BC08NL0001,2001-05-15 10:15:00,nan,0.0006,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY002692
BC08NL0001,2001-05-15 10:15:00,nan,70.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY002692
BC08NL0001,2001-05-15 10:15:00,nan,6.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY002692
BC08NL0001,2001-05-15 10:15:00,nan,8.19,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY002692
BC08NL0001,2001-05-29 09:10:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY003017
BC08NL0001,2001-05-29 09:10:00,nan,2.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY003017
BC08NL0001,2001-05-29 09:10:00,nan,0.0007,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY003017
BC08NL0001,2001-05-29 09:10:00,nan,58.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY003017
BC08NL0001,2001-05-29 09:10:00,nan,5.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY003017
BC08NL0001,2001-05-29 09:10:00,nan,3.3,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY003017
BC08NL0001,2001-06-05 10:15:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY003182
BC08NL0001,2001-06-05 10:15:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY003182
BC08NL0001,2001-06-05 10:15:00,nan,0.0006,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY003182
BC08NL0001,2001-06-05 10:15:00,nan,76.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY003182
BC08NL0001,2001-06-05 10:15:00,nan,6.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY003182
BC08NL0001,2001-06-05 10:15:00,nan,1.15,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY003182
BC08NL0001,2001-06-12 09:15:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY003367
BC08NL0001,2001-06-12 09:15:00,nan,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY003367
BC08NL0001,2001-06-12 09:15:00,nan,0.0006,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY003367
BC08NL0001,2001-06-12 09:15:00,nan,75.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY003367
BC08NL0001,2001-06-12 09:15:00,nan,7.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY003367
BC08NL0001,2001-06-12 09:15:00,nan,0.84,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY003367
BC08NL0001,2001-06-26 12:15:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY003790
BC08NL0001,2001-06-26 12:15:00,nan,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY003790
BC08NL0001,2001-06-26 12:15:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY003790
BC08NL0001,2001-06-26 12:15:00,nan,79.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY003790
BC08NL0001,2001-06-26 12:15:00,nan,11.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY003790
BC08NL0001,2001-06-26 12:15:00,nan,0.68,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY003790
BC08NL0001,2001-07-10 08:35:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY004039
BC08NL0001,2001-07-10 08:35:00,nan,7.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY004039
BC08NL0001,2001-07-10 08:35:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY004039
BC08NL0001,2001-07-10 08:35:00,nan,104.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY004039
BC08NL0001,2001-07-10 08:35:00,nan,14.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY004039
BC08NL0001,2001-07-10 08:35:00,nan,0.63,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY004039
BC08NL0001,2001-07-24 12:10:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY004416
BC08NL0001,2001-07-24 12:10:00,nan,6.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY004416
BC08NL0001,2001-07-24 12:10:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY004416
BC08NL0001,2001-07-24 12:10:00,nan,130.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY004416
BC08NL0001,2001-07-24 12:10:00,nan,15.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY004416
BC08NL0001,2001-07-24 12:10:00,nan,0.51,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY004416
BC08NL0001,2001-08-07 08:10:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY004742
BC08NL0001,2001-08-07 08:10:00,nan,7.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY004742
BC08NL0001,2001-08-07 08:10:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY004742
BC08NL0001,2001-08-07 08:10:00,nan,148.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY004742
BC08NL0001,2001-08-07 08:10:00,nan,15.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY004742
BC08NL0001,2001-08-07 08:10:00,nan,0.59,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY004742
BC08NL0001,2001-08-21 07:35:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY005085
BC08NL0001,2001-08-21 07:35:00,nan,24.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY005085
BC08NL0001,2001-08-21 07:35:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY005085
BC08NL0001,2001-08-21 07:35:00,nan,11.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY005085
BC08NL0001,2001-08-21 07:35:00,nan,0.32,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY005085
BC08NL0001,2001-09-04 09:05:00,nan,2.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY005356
BC08NL0001,2001-09-04 09:05:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY005356
BC08NL0001,2001-09-04 09:05:00,nan,114.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY005356
BC08NL0001,2001-09-04 09:05:00,nan,11.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY005356
BC08NL0001,2001-09-04 09:05:00,nan,0.51,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY005356
BC08NL0001,2001-09-18 09:05:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY005711
BC08NL0001,2001-09-18 09:05:00,nan,13.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY005711
BC08NL0001,2001-09-18 09:05:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY005711
BC08NL0001,2001-09-18 09:05:00,nan,196.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY005711
BC08NL0001,2001-09-18 09:05:00,nan,10.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY005711
BC08NL0001,2001-09-18 09:05:00,nan,0.31,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY005711
BC08NL0001,2001-10-02 08:55:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY006064
BC08NL0001,2001-10-02 08:55:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY006064
BC08NL0001,2001-10-02 08:55:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY006064
BC08NL0001,2001-10-02 08:55:00,nan,188.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY006064
BC08NL0001,2001-10-02 08:55:00,nan,10.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY006064
BC08NL0001,2001-10-02 08:55:00,nan,0.35,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY006064
BC08NL0001,2001-10-16 09:06:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY006513
BC08NL0001,2001-10-16 09:06:00,nan,12.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY006513
BC08NL0001,2001-10-16 09:06:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY006513
BC08NL0001,2001-10-16 09:06:00,nan,181.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY006513
BC08NL0001,2001-10-16 09:06:00,nan,2.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY006513
BC08NL0001,2001-10-16 09:06:00,nan,0.44,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY006513
BC08NL0001,2001-10-30 10:15:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY006934
BC08NL0001,2001-10-30 10:15:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY006934
BC08NL0001,2001-10-30 10:15:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY006934
BC08NL0001,2001-10-30 10:15:00,nan,170.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY006934
BC08NL0001,2001-10-30 10:15:00,nan,1.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY006934
BC08NL0001,2001-10-30 10:15:00,nan,0.25,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY006934
BC08NL0001,2001-11-13 07:35:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY007339
BC08NL0001,2001-11-13 07:35:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY007339
BC08NL0001,2001-11-13 07:35:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY007339
BC08NL0001,2001-11-13 07:35:00,nan,175.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY007339
BC08NL0001,2001-11-13 07:35:00,nan,1.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY007339
BC08NL0001,2001-11-13 07:35:00,nan,0.26,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY007339
BC08NL0001,2001-11-27 12:10:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY007715
BC08NL0001,2001-11-27 12:10:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY007715
BC08NL0001,2001-11-27 12:10:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY007715
BC08NL0001,2001-11-27 12:10:00,nan,146.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY007715
BC08NL0001,2001-11-27 12:10:00,nan,2.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY007715
BC08NL0001,2001-11-27 12:10:00,nan,0.31,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY007715
BC08NL0001,2001-12-11 09:10:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY007971
BC08NL0001,2001-12-11 09:10:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY007971
BC08NL0001,2001-12-11 09:10:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY007971
BC08NL0001,2001-12-11 09:10:00,nan,168.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY007971
BC08NL0001,2001-12-11 09:10:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY007971
BC08NL0001,2001-12-11 09:10:00,nan,0.24,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY007971
BC08NL0001,2001-12-18 09:05:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,01PY008081
BC08NL0001,2001-12-18 09:05:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,01PY008081
BC08NL0001,2001-12-18 09:05:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,01PY008081
BC08NL0001,2001-12-18 09:05:00,nan,161.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,01PY008081
BC08NL0001,2001-12-18 09:05:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,01PY008081
BC08NL0001,2001-12-18 09:05:00,nan,0.42,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,01PY008081
BC08NL0001,2002-01-08 10:00:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,02PY000031
BC08NL0001,2002-01-08 10:00:00,nan,28.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,02PY000031
BC08NL0001,2002-01-08 10:00:00,nan,0.0037,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,02PY000031
BC08NL0001,2002-01-08 10:00:00,nan,132.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,02PY000031
BC08NL0001,2002-01-08 10:00:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,02PY000031
BC08NL0001,2002-01-08 10:00:00,nan,53.5,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,02PY000031
BC08NL0001,2002-01-22 08:55:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,02PY000156
BC08NL0001,2002-01-22 08:55:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,02PY000156
BC08NL0001,2002-01-22 08:55:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,02PY000156
BC08NL0001,2002-01-22 08:55:00,nan,131.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,02PY000156
BC08NL0001,2002-01-22 08:55:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,02PY000156
BC08NL0001,2002-01-22 08:55:00,nan,0.38,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,02PY000156
BC08NL0001,2002-02-05 10:10:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,02PY000271
BC08NL0001,2002-02-05 10:10:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,02PY000271
BC08NL0001,2002-02-05 10:10:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,02PY000271
BC08NL0001,2002-02-05 10:10:00,nan,154.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,02PY000271
BC08NL0001,2002-02-05 10:10:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,02PY000271
BC08NL0001,2002-02-05 10:10:00,nan,0.23,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,02PY000271
BC08NL0001,2002-02-24 12:10:00,nan,0.0001,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,02PY000382
BC08NL0001,2002-02-24 12:10:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,02PY000382
BC08NL0001,2002-02-24 12:10:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,02PY000382
BC08NL0001,2002-02-24 12:10:00,nan,114.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,02PY000382
BC08NL0001,2002-02-24 12:10:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,02PY000382
BC08NL0001,2002-02-24 12:10:00,nan,1.88,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,02PY000382
BC08NL0001,2002-03-05 09:40:00,nan,0.0003,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,02PY000448
BC08NL0001,2002-03-05 09:40:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,02PY000448
BC08NL0001,2002-03-05 09:40:00,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,02PY000448
BC08NL0001,2002-03-05 09:40:00,nan,126.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,02PY000448
BC08NL0001,2002-03-05 09:40:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,02PY000448
BC08NL0001,2002-03-05 09:40:00,nan,2.88,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,02PY000448
BC08NL0001,2002-03-19 11:35:00,nan,0.0002,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,02PY000546
BC08NL0001,2002-03-19 11:35:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,02PY000546
BC08NL0001,2002-03-19 11:35:00,nan,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,02PY000546
BC08NL0001,2002-03-19 11:35:00,nan,155.0,2.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,02PY000546
BC08NL0001,2002-03-19 11:35:00,nan,0.0,,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,02PY000546
BC08NL0001,2002-03-19 11:35:00,nan,0.96,0.05,,2074,NTU,TURBIDITY,TURBIDITÉ,V,02PY000546
BC08NL0001,2002-04-02 12:05:00,nan,0.0004,0.0001,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,03PY000170
BC08NL0001,2002-04-02 12:05:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,03PY000170
BC08NL0001,2002-04-02 12:05:00,nan,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P,03PY000170
